ANNEE,ESPECE,CODE POSTAL,VILLE,POPULATION
"2019",CHIEN,"25230",seloncourt,"1"
"2019",CHIEN,"25230",MANDEURE,"3"
"2019",CHIEN,"25220",ROCHE LEZ BEAUPRE,"236"
"2019",CHAT,"25220",ROCHE LES BEAUPRES,"2"
"2019",CHAT,"25220",VAIRE ARCIER,"34"
"2019",CHIEN,"25220",ROCHE LES BEAUPRèS,"1"
"2019",CHIEN,"25220",ROCHE LEZ BEAUPRé,"1"
"2019",CHIEN,"25220",ROCHE-LES-BEAUPRè,"1"
"2019",CHIEN,"25220",ROCHE-LEZ-BEAUPRé,"1"
"2019",CHAT,"25220",ROCHE LES BEAUPRE,"3"
"2019",CHAT,"25220",BESANCON,"2"
"2019",CHIEN,"25220",ROCHE LES BEAUPRé,"2"
"2019",CHIEN,"25220","VAIRE , ARCIER","3"
"2019",CHAT,"25220",ROCHE LEZ BEAUPRé,"1"
"2019",CHIEN,"25220",ROCHE LEZ BEAUPRES,"1"
"2019",CHAT,"25220","VAIRE , VAIRE LE PETIT","3"
"2019",CHIEN,"25220",VOILOU,"1"
"2019",CHIEN,"25220",VAIRE LE PETIT,"102"
"2019",CHIEN,"25210",LE ROUSSEY,"1"
"2019",CHIEN,"25210",VILLERS LE LAC,"1"
"2019",CHAT,"25210",MONT DE LAVAL,"5"
"2019",CHAT,"25210",NARBIEF,"3"
"2019",CHAT,"25210",ST-JULIEN-LES-RUSSEY,"1"
"2019",CHIEN,"25210",PLAINBOIS DU MIROIR,"1"
"2019",CHAT,"25210",PLAIMBOIS DU MIROIR,"24"
"2019",CHIEN,"25210",LE BARBOUX,"52"
"2019",CHIEN,"25210",GRAND-COMBE-DES-BOIS,"1"
"2019",CHIEN,"25209",BETHONCOURT,"1"
"2019",CHIEN,"25201",MONTBELIARD,"1"
"2019",CHIEN,"25200",grand charmont,"1"
"2019",CHIEN,"25200",MONT BELIARD,"1"
"2019",CHIEN,"25200",MONTBELIARD,"1315"
"2019",CHIEN,"25200",GRANDCHARMONT,"3"
"2019",CHIEN,"25200",MONTBELLIARD,"8"
"2019",CHAT,"25200",Bethoncourt,"1"
"2019",CHIEN,"25200",montbeliard,"4"
"2019",CHAT,"25200",GARND CHARMONT,"1"
"2019",CHAT,"25200",BETONCOURT,"1"
"2019",CHIEN,"2520",LA NEUVEVILLE,"1"
"2019",CHAT,"2520",LA NEUVEVILLE,"1"
"2019",CHIEN,"25190",DAMPJOUX,"28"
"2019",CHIEN,"25190",MONTECHEROUX,"70"
"2019",CHAT,"25190",CORDONNET,"1"
"2019",CHIEN,"25190",ROSIERES SUR BARBECHE,"9"
"2019",CHAT,"25190",MONTÉCHERAOUX,"1"
"2019",CHAT,"25190",Solemont,"1"
"2019",CHAT,"25190",SAINT HIPPPOLYTE,"1"
"2019",CHAT,"25190",VAUFREY,"15"
"2019",CHAT,"25190",SAINTE HIPPOLYTE,"2"
"2019",CHIEN,"25190",LES-TERRES-DE-CHAUX,"1"
"2019",CHAT,"25190",SOULCE-CERNAY,"2"
"2019",CHIEN,"25190",Valonne,"1"
"2019",CHAT,"25190",LES TERRE DE CHAUX,"3"
"2019",CHAT,"25190",VILLARS-SOUS-DAMJOUX,"1"
"2019",CHIEN,"25190",ST HIPPOLYTE/LE DOUBS,"24"
"2019",CHIEN,"25190",FROIDEVAUX,"11"
"2019",CHIEN,"25190",SUISSE,"1"
"2019",CHIEN,"25190",MONTENDON,"2"
"2019",CHIEN,"25190",MOUILLEVILLERS,"84"
"2019",CHIEN,"25190",FOIDEVAUX,"1"
"2019",CHAT,"25190",MONTJOIE LE CHATEAU,"4"
"2019",CHAT,"25190",ROSIERES SUR BARBECHE,"4"
"2019",CHIEN,"25190","ST HIPPOLYTE , MOUILLEVILLERS","3"
"2019",CHIEN,"25190",SAINT-HIPPOLYTE,"2"
"2019",CHIEN,"25190",SAINT HIPPOLYTE/LE DOUBS,"1"
"2019",CHIEN,"25170",chaucenne,"1"
"2019",CHIEN,"25170",ETRABONNE,"23"
"2019",CHIEN,"25170",AUDEUX,"41"
"2019",CHIEN,"25170",VILLERS BUZON,"27"
"2019",CHAT,"25170",LAVERNAY,"42"
"2019",CHIEN,"25170",MAZEROLLES,"2"
"2019",CHAT,"25170",VAUX LES PRES,"2"
"2019",CHAT,"25170",ROSET FLUANS,"1"
"2019",CHAT,"25170",PELOUSEY,"118"
"2019",CHAT,"25170",CHAUCENNE,"34"
"2019",CHIEN,"25170",chevigny sur l ognon,"1"
"2019",CHIEN,"25170",CORDIRON,"7"
"2019",CHIEN,"25160",CHAON MONTPERREUX,"3"
"2019",CHAT,"25160",CHAUDRON,"8"
"2019",CHAT,"25160",CHAOU,"1"
"2019",CHIEN,"25160",CHAUDROU,"1"
"2019",CHAT,"25160",BOUJEONS,"4"
"2019",CHIEN,"25160",LAVERGEMENT SAINTE MARIE,"1"
"2019",CHIEN,"25160",LABERGEMENT SAINTE-MARIE,"1"
"2019",CHIEN,"25160",ST POINT LE LAC,"1"
"2019",CHIEN,"25160",OYE ET PALLET,"97"
"2019",CHIEN,"25160",OYE-ET-PALLET,"3"
"2019",CHAT,"25160",Vaux-et-Chantegrue,"1"
"2019",CHAT,"25160",L'HABERGEMENT SAINTE MARIE,"1"
"2019",CHAT,"25160",MALBUISON,"1"
"2019",CHIEN,"25150",AUTECHAUX ROIDE,"113"
"2019",CHIEN,"25150",VILLARS SOUS DAMPJOUX,"1"
"2019",CHAT,"25150",PONT DE ROIDE  VERMONDANS,"1"
"2019",CHIEN,"25150",GOUX LES DAMBELINS,"3"
"2019",CHAT,"25150",AUTECHAUX-ROIDE,"2"
"2019",CHIEN,"25150",REMONDANS,"6"
"2019",CHIEN,"25150",GOUX-LES-DAMBELIN,"1"
"2019",CHAT,"25150",POND DE ROIDE,"1"
"2019",CHAT,"25150",PONT DE ROIDE VERMONDANS,"81"
"2019",CHAT,"25150",GOUX LES DAMBELIN,"14"
"2019",CHIEN,"25150","DAMBELIN, MAMBOUHANS","1"
"2019",CHAT,"25140",FRAMBOUHANS,"457"
"2019",CHIEN,"25140",FRAMBOUTIANS,"1"
"2019",CHIEN,"25140",FOURNET BLANCHEROCHE,"75"
"2019",CHIEN,"25130",VILLIERE LE LAC,"1"
"2019",CHIEN,"25130",VILLERS- LE -LAC,"1"
"2019",CHIEN,"25120",ORGEANS,"1"
"2019",CHIEN,"25120",LES BRÉSEUX,"1"
"2019",CHIEN,"25120",LA LIZERNE,"1"
"2019",CHIEN,"25120",CERNAY L'EGLISE,"7"
"2019",CHIEN,"25120",,"1"
"2019",CHIEN,"25120",MANCENANS-LIZERNE,"1"
"2019",CHAT,"25120",MAICHE,"277"
"2019",CHIEN,"25120",MONT-DE-VOUGNEY,"1"
"2019",CHIEN,"25120",MAICHA,"1"
"2019",CHIEN,"25120",LES  BRESEUX,"1"
"2019",CHAT,"25120",BRESSEUX,"1"
"2019",CHIEN,"25115",POUILLY LES VIGNES,"3"
"2019",CHIEN,"25113",STE MARIE,"80"
"2019",CHIEN,"25111",MONTGESOYE,"76"
"2019",CHIEN,"25110",GUILLON LES BAINS,"22"
"2019",CHIEN,"25110",VILLERS SAINT MARTIN,"4"
"2019",CHAT,"25110",RUE DES FONTAINES,"1"
"2019",CHIEN,"25110",FONTENOTTE,"35"
"2019",CHIEN,"25110",ST MARTIN D ABBAU,"1"
"2019",CHIEN,"25110",HYÈVRE MAGNY,"1"
"2019",CHAT,"25110",VERNE,"4"
"2019",CHIEN,"25110",BEAUME-LES-DAMES,"1"
"2019",CHAT,"25110",VERGRANNE,"4"
"2019",CHIEN,"25110",hyevre magny,"1"
"2019",CHAT,"25110",ESNANS,"1"
"2019",CHAT,"25110",BAUME LES DAMES,"295"
"2019",CHAT,"25110",CUSANCE,"1"
"2019",CHIEN,"25110",GROSBOIS,"40"
"2019",CHIEN,"25110",PONT LES MOULIN,"1"
"2019",CHIEN,"25110",HYEVRE-MAGNY,"1"
"2019",CHIEN,"25048",BESANCON CEDEX,"1"
"2019",CHIEN,"25038",ITALIE,"1"
"2019",CHIEN,"25020",SUISSE,"1"
"2019",CHIEN,"25009",BESANCON,"1"
"2019",CHAT,"25006",BESANCON  CEDEX,"1"
"2019",CHIEN,"25000",SOMBOR - SERBIE,"1"
"2019",CHIEN,"25000",BESANCON (25000),"1"
"2019",CHAT,"25000",LYON,"1"
"2019",CHIEN,"25000",Besancon,"4"
"2019",CHIEN,"25000",BESAN ON,"12"
"2019",CHAT,"25000",BESANçON,"71"
"2019",CHAT,"25000",besançon,"3"
"2019",CHAT,"25000",BESANON,"1"
"2019",CHAT,"25000",Besan?on,"1"
"2019",CHAT,"25000",ROCHE LEZ BEAUPRE,"1"
"2019",CHAT,"2500",PONTARLIER,"1"
"2019",CHAT,"2500",SAINT-MARTIN-LEZ-TATINGHEM,"1"
"2019",CHIEN,"24990",NEUVIC SUR L ISLE,"1"
"2019",CHAT,"2490",SERIGNAC SUR GARONNE,"1"
"2019",CHIEN,"2490",GUIPAVAS,"1"
"2019",CHIEN,"24800",Sarrazac,"1"
"2019",CHIEN,"24800",ST PIERRE DE COLE,"118"
"2019",CHIEN,"24800",CHALEIX,"11"
"2019",CHAT,"24800",NANTHEUIL,"63"
"2019",CHAT,"24800",SAINT MARTIN DE FRESSENGEAS,"2"
"2019",CHIEN,"24800",SAINT SUPLICE D'EXCIDEUIL,"1"
"2019",CHAT,"24800",CORGNAC SUR ISLE,"1"
"2019",CHIEN,"24800",EYZERAC,"172"
"2019",CHIEN,"24800",JEAN DE COLE,"1"
"2019",CHIEN,"24800",CORGNAC SUR L ISLE,"199"
"2019",CHIEN,"24800",SAINT JORY DE CHALAIS,"19"
"2019",CHAT,"24800",BERGERAC,"1"
"2019",CHIEN,"24800",SARRAZAC,"119"
"2019",CHAT,"24800",ST JORY DE CHALAIS,"27"
"2019",CHAT,"24800",EYZERAC,"26"
"2019",CHIEN,"24800",SAINT-JEAN-DE-COLE,"1"
"2019",CHIEN,"24800",ST-JEAN-DE-COLE,"1"
"2019",CHAT,"24800",ST JEAN DE COLLE,"1"
"2019",CHAT,"24800",THVIERS,"1"
"2019",CHIEN,"24800",SAINT SULPICE D EXCIDEUIL,"1"
"2019",CHIEN,"24800",saint Jory de Chalais,"1"
"2019",CHAT,"24800",NANTHIAT,"21"
"2019",CHIEN,"24800",VANNAC,"1"
"2019",CHAT,"24800",CHALAIS,"29"
"2019",CHAT,"24800",SARRAZAC,"43"
"2019",CHIEN,"24800",Nantheuil,"1"
"2019",CHIEN,"24760",TRELISSAC,"1"
"2019",CHIEN,"24751",Trelissac,"2"
"2019",CHAT,"24750","SANILHAC , MARSANEIX","11"
"2019",CHIEN,"24750",ATUR BOULAZAC ISLE MANOIRE,"1"
"2019",CHAT,"24750",trelissac,"1"
"2019",CHAT,"24750",VAL D'ATUR - BOULAZAC ISLE MANOIRE,"1"
"2019",CHIEN,"24750",ST POMPON,"1"
"2019",CHAT,"24750","MARSANEIX, SANILHAC","1"
"2019",CHIEN,"24750",Trélissac,"1"
"2019",CHAT,"24750",TRELISAC,"1"
"2019",CHIEN,"24750","SANILHAC , MARSANEIX","5"
"2019",CHIEN,"24750",Boulazac,"4"
"2019",CHAT,"24750",MARSANE,"1"
"2019",CHIEN,"24750",CHAMPSCEVINEL,"1"
"2019",CHIEN,"24750",Boulazac Isle Manoire,"1"
"2019",CHAT,"24750",ATURE,"1"
"2019",CHIEN,"24740",SAUZET,"1"
"2019",CHAT,"24740",ST MARCEL LES SAUZET,"1"
"2019",CHIEN,"24720",SORGES,"1"
"2019",CHIEN,"24710",ST AULAYE,"1"
"2019",CHIEN,"24700",ST RÉMY SUR LIDOIRE,"1"
"2019",CHAT,"24700",MONTPON MENESTEROL,"473"
"2019",CHIEN,"24700",ST REMY / LIDOIRE,"2"
"2019",CHIEN,"24700",SAINT BARTHELEMY DE BELGARDE,"1"
"2019",CHAT,"24700",SAINT MARTIAL D ARTENSET,"4"
"2019",CHIEN,"24700",ST REMY SUR L IDOIRE,"2"
"2019",CHIEN,"24700",MONTPON MENESTREROL,"1"
"2019",CHIEN,"24700",ST SAUVEUR LALANDE,"51"
"2019",CHIEN,"24700",MONTPON MONESTROL,"1"
"2019",CHAT,"24700",MONTPON-MENESTEROL,"20"
"2019",CHIEN,"24700",SAINT BARTHELEMY DE BLLEGARDE,"1"
"2019",CHIEN,"24700",ST BARTHELEMY DE BELLEGAR,"12"
"2019",CHIEN,"24700",MONTPON MENESTEROL,"1474"
"2019",CHAT,"24700",Montpon-Ménestérol,"1"
"2019",CHAT,"24700",MONTPON-MéNESTéROL,"2"
"2019",CHAT,"24700",ST REMY SUR LIDOIRE,"18"
"2019",CHAT,"24700",MONTPON MENESTROL,"5"
"2019",CHIEN,"24700",ST GERAUD DES CORPS,"2"
"2019",CHIEN,"24700",SAINT SAUVEUR LALANDE,"17"
"2019",CHAT,"24700",MONPTON MENESTEROL,"1"
"2019",CHIEN,"24700",EYGURANDE-GARDEDEUIL,"3"
"2019",CHAT,"24700",ST REMY / LIDOIRE,"1"
"2019",CHIEN,"24700",EYGURANDE ET GARDEDEUILH,"1"
"2019",CHIEN,"24700",EYGURANDE ET GARDEDEUI,"1"
"2019",CHIEN,"24700",ST BARTHELEMY,"1"
"2019",CHIEN,"24700",MENESTLET,"2"
"2019",CHIEN,"24700",MESNESPLET,"2"
"2019",CHIEN,"24700",MONPTON MENESTEROL,"1"
"2019",CHIEN,"24700",ST MARTIN DE GURCON,"1"
"2019",CHIEN,"24700",SAINTS GERAUD DE CORPS,"1"
"2019",CHIEN,"24700",MONTPN MENESTEROL,"1"
"2019",CHIEN,"24700",EYGURANDE-ET-GARDEDEUIL,"1"
"2019",CHAT,"24700",EYGURANDE GARDEDEUIL,"1"
"2019",CHIEN,"24700",MONTPON - MENESTEROL,"2"
"2019",CHIEN,"24700",Saint Géraud des Corps,"1"
"2019",CHIEN,"24700",le pizou,"1"
"2019",CHIEN,"24700",MONTPONT MENESTEROL,"1"
"2019",CHIEN,"24700",ST MARTIAL D ATENCET,"1"
"2019",CHAT,"24680",06-46-79-97-62,"1"
"2019",CHIEN,"24680",,"1"
"2019",CHIEN,"24680",LAMONZIE ST MARTIN,"425"
"2019",CHIEN,"24680",ST MEARD DE GURCON,"1"
"2019",CHIEN,"24680",LAMONZIC ST MARTUR,"1"
"2019",CHAT,"24680",LAMONZIE SAINT-MARTIN,"1"
"2019",CHAT,"24660",COULOUNIEIX CHAMIER,"2"
"2019",CHIEN,"24660",Coulounieix Chamiers,"1"
"2019",CHAT,"24660","SANILHAC , NOTRE DAME DE SANILHAC","37"
"2019",CHAT,"24660",Coulounieix-Chamiers,"2"
"2019",CHIEN,"24660",COLOUNIEIX CHAMIERS,"1"
"2019",CHIEN,"24660",COULOUMIEUX CHAMIERS,"1"
"2019",CHAT,"24660",COULOUNIIEX CHAMIERS,"1"
"2019",CHAT,"24660",COULOUNIEUX CHAMIERS,"1"
"2019",CHIEN,"24660","SANILHAC , NOTRE DAME DE SANILHAC","20"
"2019",CHIEN,"24660",COULOUMIEX,"1"
"2019",CHAT,"24660",CHAMIERS,"4"
"2019",CHIEN,"24660",PERIGUEUX,"2"
"2019",CHIEN,"24660",Notre Dame Sanilhac,"1"
"2019",CHIEN,"24660",COULOUMIER CHAMIER,"1"
"2019",CHAT,"24660",CHANCELADE,"1"
"2019",CHIEN,"24660",COULOUNIERS-CHAMIERS,"1"
"2019",CHAT,"24660",coulounieix chamiers,"1"
"2019",CHIEN,"24660",COULOUNIEIX CHAMIERS,"1039"
"2019",CHAT,"24660",CHALIERS,"1"
"2019",CHIEN,"24660",COULOUNIEIX - CHAMIER,"1"
"2019",CHIEN,"24658",CHANCELADE,"1"
"2019",CHIEN,"24640","CUBJAC AUVEZERE VAL D ANS , CUBJAC","10"
"2019",CHIEN,"24640",ST PANTALY D ANS,"28"
"2019",CHIEN,"24640",SAINT PANTALY D'ANS,"2"
"2019",CHIEN,"24640",LA BOISSIÈRE D'ANS,"3"
"2019",CHAT,"24640",SAINTE EULALIE D ANS,"2"
"2019",CHIEN,"24630",JUMILHAC,"13"
"2019",CHAT,"24620","LES EYZIES DE TAYAC SIREUIL , SIREUIL","2"
"2019",CHIEN,"24620",JOURNIAC,"1"
"2019",CHAT,"24620",LES EYZIES-DE-TAYAC-SIREUIL,"1"
"2019",CHAT,"24620",MANAURY,"1"
"2019",CHIEN,"24620",TURSAC,"86"
"2019",CHIEN,"24620",LAMONZIE MONTASTRUC,"1"
"2019",CHIEN,"24620",LES EYZIES TAYAC,"1"
"2019",CHIEN,"24610",SAINT MERAS DE GURÇON,"1"
"2019",CHIEN,"24610",VILLEFRANCHE DE LONCHAT,"260"
"2019",CHIEN,"24610",CARSAC DE CURSON,"1"
"2019",CHIEN,"24610",SAINT MÉARD DE GURÇON,"1"
"2019",CHAT,"24610",VILLEFRANCHE-DE-LONCHAT,"2"
"2019",CHIEN,"24610",Saint-Martin-de-Gurson,"1"
"2019",CHAT,"24610",ST MEDARD DE GURCON,"3"
"2019",CHIEN,"24610",ST MEARD DE GURCON,"241"
"2019",CHIEN,"24600",SAINT BARTHELEMY DE BLEGARDE,"1"
"2019",CHIEN,"24600",ST AULAYE,"1"
"2019",CHAT,"24600",VILLETOUREIX,"44"
"2019",CHIEN,"24600",CELLES DORDOGNE,"1"
"2019",CHIEN,"24600",Villetoureix,"1"
"2019",CHAT,"24600",CHASSAIGNES,"11"
"2019",CHIEN,"24600",SAINT-MARTIN DE RIBERAC,"2"
"2019",CHIEN,"24600",RIBÉRAC,"3"
"2019",CHIEN,"24600",Ribérac,"3"
"2019",CHIEN,"24600",St Martin de Riberac,"1"
"2019",CHAT,"24600",SIORAC DE RIBERAC,"34"
"2019",CHIEN,"24600",ST MéARD DE DRôNE,"1"
"2019",CHAT,"24600",Villetoureix,"1"
"2019",CHAT,"24600",COMBERANCHE ET EPELUCHE,"9"
"2019",CHIEN,"24600",COMBERANCHE,"1"
"2019",CHAT,"24600",SAINT-PARDOUX-DE-DRONE,"1"
"2019",CHIEN,"2460",LE BUGUE,"1"
"2019",CHIEN,"24590",SALIGNAC-EYVIGUES,"38"
"2019",CHIEN,"24590",SALIGNAC-EY,"1"
"2019",CHIEN,"24590",JAILLAC,"1"
"2019",CHIEN,"24590",SALIGNAC-EYVIGUE,"1"
"2019",CHIEN,"24590",SAINT-GENIES,"8"
"2019",CHAT,"24590",SALIGNAC EYVIGUES,"123"
"2019",CHAT,"24590",SAINT-GENIES,"7"
"2019",CHIEN,"24590",ST CRÈPIN ET CARLUCET,"1"
"2019",CHAT,"24590",SOLIGNAC,"1"
"2019",CHIEN,"24580",", ST CERNIN DE REILLAC","1"
"2019",CHIEN,"24580",PLAZAC,"260"
"2019",CHAT,"24580","ROUFFIGNAC ST CERNIN DE REILHAC , ST C","1"
"2019",CHIEN,"24580",ROUFFIGNAC ST CERNIN DE R,"12"
"2019",CHIEN,"24580",LEMPZOURS,"1"
"2019",CHAT,"24580",ROUFFIGNAC,"11"
"2019",CHIEN,"24580",BOULAZAC,"1"
"2019",CHAT,"24580",ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,"1"
"2019",CHIEN,"24570",LE LARDIN SAINT LAZARD,"1"
"2019",CHAT,"24570",LA LARDIN SAINT LAZARE,"1"
"2019",CHIEN,"24570",LA LARDIN ST. LAZARE,"1"
"2019",CHIEN,"24570",LE LARDIN SAINT LAZARE,"34"
"2019",CHIEN,"24570",CONDAT,"4"
"2019",CHAT,"24570",CONDAT,"2"
"2019",CHIEN,"24570",CONDAT SUR LARDIN,"1"
"2019",CHIEN,"24570",CONDAT SUR VEZERE,"158"
"2019",CHIEN,"24570",LELARDIN,"1"
"2019",CHIEN,"24570",TERRASSON,"1"
"2019",CHIEN,"24570",LE LARDIN SAINT NAZARE,"1"
"2019",CHIEN,"24560",ISSIGEAC,"300"
"2019",CHIEN,"24560",SAINT AUBIN DE LANQUAIS,"11"
"2019",CHIEN,"24560",FAUX EN GEREGORY,"2"
"2019",CHIEN,"24560",ST LEON D ISSIGEAC,"22"
"2019",CHAT,"24560",ST LEON D ISSIGEAC,"13"
"2019",CHIEN,"24560",SAINT AUBIN DE LANQUAY,"1"
"2019",CHAT,"24560",PLAISANCE,"41"
"2019",CHIEN,"24560",ST SERNIN DE LABARDE,"1"
"2019",CHIEN,"24560",Plaisance,"1"
"2019",CHIEN,"24560",MONMANDALES,"1"
"2019",CHAT,"24560",ST AUBIN DE LANQUAIS,"24"
"2019",CHAT,"24560",MONMARVES,"2"
"2019",CHIEN,"24560",SAINT AUBIN DE LA NQUAIS,"1"
"2019",CHAT,"24560",MONTAUT,"4"
"2019",CHIEN,"24560",SAINT-PERDOUX,"3"
"2019",CHIEN,"24560",MONTAUT D'ISSIGEAC,"4"
"2019",CHIEN,"24560",STE RADEGONDE,"16"
"2019",CHAT,"24560",SAINT LEON D ISSIGEAC,"1"
"2019",CHAT,"24560",SAINTE RADEGONDE,"1"
"2019",CHAT,"24560",ISSIGEAC,"82"
"2019",CHIEN,"24550",SAINT CERNIN  DE LHERM,"1"
"2019",CHIEN,"24550",villefranche du perigord,"1"
"2019",CHIEN,"24550",VILLEFRANCHE DU PGD,"2"
"2019",CHAT,"24550",VILLEFRANCEH DU PERIGORD,"1"
"2019",CHIEN,"24550",SAINT-CERNIN-DE-L'HERM,"2"
"2019",CHIEN,"24550",PRAT DU PERIGORD,"1"
"2019",CHAT,"24550",LAVAUR,"11"
"2019",CHIEN,"24540",VERGT DE BIRON,"72"
"2019",CHIEN,"24540",SAGELAT,"1"
"2019",CHAT,"24540",SAINT AVIT RIVIèRE,"1"
"2019",CHAT,"24540",MARSALES,"24"
"2019",CHIEN,"24540",GAUGEAC,"36"
"2019",CHIEN,"24540",SAINT-CASSIEN,"1"
"2019",CHAT,"24530",VILLAS,"1"
"2019",CHAT,"24530",CONDAT TRINCOU,"1"
"2019",CHAT,"24530",CONDAT SUR TRINCOU,"23"
"2019",CHIEN,"24530",LES BOURRIAUX CANTILAC,"1"
"2019",CHAT,"24530",ST PANCRACE,"7"
"2019",CHIEN,"24530",CANTILLAC,"71"
"2019",CHIEN,"24530",JUMILHAC LE GRAND,"1"
"2019",CHAT,"24530",CONDATION,"1"
"2019",CHAT,"24520",MOULEYDIER,"104"
"2019",CHIEN,"24520",cours de pile,"2"
"2019",CHIEN,"24520",SAINT SUVEUR DE BERGERAC,"1"
"2019",CHIEN,"24520",LAMONZIE MONTASTRUC,"201"
"2019",CHIEN,"24520",SAINT NEXANS,"41"
"2019",CHIEN,"24520",St Germain Et Mons,"1"
"2019",CHIEN,"24520",COURS DE PILE,"363"
"2019",CHIEN,"24520",ST NAIXENT,"17"
"2019",CHIEN,"24520",SAINT-NEXANS,"1"
"2019",CHIEN,"24520",DORDOGNE,"1"
"2019",CHIEN,"24520",COURS DE PILES,"1"
"2019",CHIEN,"24520",COUR DE PILE,"2"
"2019",CHIEN,"24520",SAINT GERMAINS ET MONS,"1"
"2019",CHAT,"24520",SAINT-NEXANS,"1"
"2019",CHAT,"24520",ST GERMAIN ET MONS,"62"
"2019",CHIEN,"24520",SAINT GERMAIN-ET-MONS,"1"
"2019",CHIEN,"24510",BIRON,"1"
"2019",CHIEN,"24510",ST ALUERE,"1"
"2019",CHIEN,"24510",SAINT ALUERE,"1"
"2019",CHAT,"24510",SAINTE FOY DE LONGAS,"3"
"2019",CHIEN,"24510",SAINT-LAURENT-DES-BATONS,"2"
"2019",CHIEN,"24510",LIMEUIL,"71"
"2019",CHIEN,"24510",SAINTE ALVèRE,"2"
"2019",CHAT,"24510",STE ALVERE ST LAURENT LES BATONS,"20"
"2019",CHAT,"24510","VAL DE LOUYRE ET CAUDEAU , STE ALVERE","6"
"2019",CHAT,"24510",PEZULS,"27"
"2019",CHIEN,"24510",VAL DE LOUYRE ET CAUDEAU,"3"
"2019",CHIEN,"24510",SAINTE ALVÈRE,"10"
"2019",CHIEN,"24510",ST. FELIX DE VILLADEIX,"1"
"2019",CHIEN,"24500",STE EULALIE D'EYMET,"2"
"2019",CHAT,"24500",RAZAC D EYMET,"21"
"2019",CHIEN,"24500",ST CAPRAISE D EYMET,"43"
"2019",CHIEN,"24500",SAINT CAPRAISE D' EYMET,"4"
"2019",CHAT,"24500",STE EULALIE D EYMET,"6"
"2019",CHAT,"24500",SADILLAC,"7"
"2019",CHIEN,"24500",AUDINCOURT,"1"
"2019",CHAT,"24500",MENESPLET,"1"
"2019",CHAT,"24500",SAINTE EULALIE D'EYMET,"3"
"2019",CHIEN,"24500","ST JULIEN INNOCENCE EULALIE , STE INNO","1"
"2019",CHAT,"24490",ST MICHEL DE RIVIERE,"12"
"2019",CHIEN,"24490",ST MICHEL L'ESCLUSE ET LEPARON,"1"
"2019",CHIEN,"24490",LA ROCHE-CHALAIS,"26"
"2019",CHAT,"24490",SAINT MICHEL L'ECLUSE ET LEPARON,"1"
"2019",CHAT,"24490",SAINT-MCHEL DE RIVIERE,"4"
"2019",CHAT,"24490",", ST MICHEL L ECLUSE ET LEPARON","3"
"2019",CHAT,"24490",SAINT-MICHEL LéPARON,"1"
"2019",CHIEN,"24490",ST MICHEL L'ÉCLUSE ET LÉPARON,"1"
"2019",CHAT,"24490",SAINT MICHEL LEPARON,"3"
"2019",CHIEN,"24490",", ST MICHEL L ECLUSE ET LEPARON","18"
"2019",CHIEN,"24490",ST MICHEL L'ECLUSE ET LEPARON,"2"
"2019",CHIEN,"24490",SAINT MICHEL DE RIEVIERE,"1"
"2019",CHAT,"24490",PUYMANGOU,"1"
"2019",CHIEN,"24490",ST MICHEL L ECLUSE,"2"
"2019",CHIEN,"24490",THONAC,"1"
"2019",CHAT,"24480",MOLIERES,"43"
"2019",CHIEN,"24480",ALLES,"1"
"2019",CHAT,"24480","LE BUISSON DE CADOUIN , PALEYRAC","6"
"2019",CHIEN,"24480",DORDOGNE,"1"
"2019",CHAT,"24480",THIRON GARDAIS,"1"
"2019",CHIEN,"24480",LE BUISSON CADOUIN,"1"
"2019",CHIEN,"24480",SAINT AMAND DE VERGT,"1"
"2019",CHIEN,"24470",ST PARDOUX LA RIVIERE,"184"
"2019",CHIEN,"24470",ST PARDOUX LA RIVIEREE,"1"
"2019",CHIEN,"24470",PLOUEZEC,"1"
"2019",CHIEN,"24470",CHENAUD,"1"
"2019",CHAT,"24470",COULOMBS,"1"
"2019",CHAT,"24470",SAINT SAUD LA COUSSIERE,"1"
"2019",CHIEN,"24470",MILHAC-DE-NONTRON,"1"
"2019",CHIEN,"24470",MOULIN DE PANIT,"1"
"2019",CHAT,"24470",MILHAC DE NONTRON,"35"
"2019",CHIEN,"24460",BRANTOME EN PERIGORD,"1"
"2019",CHIEN,"24460",SANILHAC,"1"
"2019",CHIEN,"24460",CHATEAU - L'EVEQUE,"1"
"2019",CHIEN,"24460",CHÂTEAU L'EVEQUE,"1"
"2019",CHIEN,"24460",ST FRONT D ALEMPS,"41"
"2019",CHIEN,"24460",CHATEAU L'EVEQUE,"83"
"2019",CHAT,"24460",LIGUEUX,"11"
"2019",CHIEN,"24460",CHATEAU-L'EVEQUE,"4"
"2019",CHIEN,"24460",CYVIRAT,"1"
"2019",CHIEN,"24460",CHATEAU L'éVêQUE,"1"
"2019",CHAT,"24460",COULOUNIEIX CHAMIERS,"3"
"2019",CHIEN,"24460",CHATEAU-L'EVêQUE,"1"
"2019",CHIEN,"24460",LE BUGE,"1"
"2019",CHAT,"24460",VAUNAC,"1"
"2019",CHAT,"24460",HCATEAU L' EVEQUE,"1"
"2019",CHIEN,"24460",LE LYONNET D AGONAC,"1"
"2019",CHAT,"24450",LA COQUILLE,"103"
"2019",CHAT,"24450",FIRBEIX,"22"
